title,authors,journal,doi,pub_date,times_cited,abstract
From malaria parasite point of view - Plasmodium falciparum evolution,"['Zerka, A', 'Kaczmarek, R', 'Jaskiewicz, E']",POSTEPY HIGIENY I MEDYCYNY DOSWIADCZALNEJ,NA,DEC 31 2015,0,"Malaria is caused by infection with protozoan parasites belonging to the genus Plasmodium, which have arguably exerted the greatest selection pressure on humans in the history of our species. Besides humans, different Plasmodium parasites infect a wide range of animal hosts, from marine invertebrates to primates. On the other hand, individual Plasmodium species show high host specificity. The extraordinary evolution of Plasmodium probably began when a free-living red algae turned parasitic, and culminated with its ability to thrive inside a human red blood cell. Studies on the African apes generated new data on the evolution of malaria parasites in general and the deadliest human-specific species, Plasmodium falciparum, in particular. Initially, it was hypothesized that P. falciparum descended from the chimpanzee malaria parasite P. reichenowi, after the human and the chimp lineage diverged about 6 million years ago. However, a recently identified new species infecting gorillas, unexpectedly showed similarity to P. falciparum and was therefore named P. praefalciparum. That finding spurred an alternative hypothesis, which proposes that P. falciparum descended from its gorilla rather than chimp counterpart. In addition, the gorilla-to-human host shift may have occurred more recently (about 10 thousand years ago) than the theoretical P. falciparum-P. reichenowi split.

One of the key aims of the studies on Plasmodium evolution is to elucidate the mechanisms that allow the incessant host shifting and retaining the host specificity, especially in the case of human-specific species. Thorough understanding of these phenomena will be necessary to design effective malaria treatment and prevention strategies."
Diversity of Enterocytozoon bieneusi genotypes among small rodents in southwestern Poland,"['Perec-Matysiak, A', 'Bunkowska-Gawlik, K', 'Kvac, M', 'Sak, B', 'Hildebrand, J', 'Lesnianska, K']",VETERINARY PARASITOLOGY,10.1016/j.vetpar.2015.10.018,DEC 15 2015,0,"Diversity of Enterocytozoon bieneusi genotypes in wild small rodent populations still remains incomplete and only few molecular studies have been conducted among these hosts. Therefore, the aim of this study was to determine whether small rodents, i.e., Apodemus agrarius, Apodemus flavicollis, Mus musculus and Myodes glareolus act as hosts of E. bieneusi and can play an important role in spore spreading in the environment of south-western Poland. Molecular analyses were conducted to determine pathogen genotypes. A total of 191 fecal and 251 spleen samples collected from 311 rodent individuals were examined for the occurrence of E. bieneusi by PCR amplifying ITS gene. The overall prevalence of E. bieneusi in rodent samples was 38.9%. The nucleotide sequences of ITS region of E bieneusi revealed the presence a total of 12 genotypes with two being already known, i.e., D and gorilla 1 genotypes. The remaining ten are novel genotypes (WR1-WR10) which segregated into three groups in a neighbor joining phylogeny. This study reports for the first time E. bieneusi occurrence in wild living rodents in Poland and shows extensive genetic diversity within E. bieneusi isolates of rodent origin. (C) 2015 Elsevier B.V. All rights reserved."
"Genomic legacy of the African cheetah, Acinonyx jubatus","['Dobrynin, P', 'Liu, SP', 'Tamazian, G', 'Xiong, ZJ', 'Yurchenko, AA', 'Krasheninnikova, K', 'Kliver, S', 'Schmidt-Kuntzel, A', 'Koepfli, KP', 'Johnson, W', 'Kuderna, LFK', 'Garcia-Perez, R', 'de Manuel, M', 'Godinez, R', 'Komissarov, A', 'Makunin, A', 'Brukhin, V', 'Qiu, WL', 'Zhou, L', 'Li, F', 'Yi, J', 'Driscoll, C', 'Antunes, A', 'Oleksyk, TK', 'Eizirik, E', 'Perelman, P', 'Roelke, M', 'Wildt, D', 'Diekhans, M', 'Marques-Bonet, T', 'Marker, L', 'JunWang, JB', 'Wang, J', 'Zhang, GJ', ""O'Brien, SJ""]",GENOME BIOLOGY,10.1186/s13059-015-0837-4,DEC 10 2015,0,"Background: Patterns of genetic and genomic variance are informative in inferring population history for human, model species and endangered populations.

Results: Here the genome sequence of wild-born African cheetahs reveals extreme genomic depletion in SNV incidence, SNV density, SNVs of coding genes, MHC class I and II genes, and mitochondrial DNA SNVs. Cheetah genomes are on average 95 % homozygous compared to the genomes of the outbred domestic cat (24.08 % homozygous), Virunga Mountain Gorilla (78.12 %), inbred Abyssinian cat (62.63 %), Tasmanian devil, domestic dog and other mammalian species. Demographic estimators impute two ancestral population bottlenecks: one >100,000 years ago coincident with cheetah migrations out of the Americas and into Eurasia and Africa, and a second 11,084-12,589 years ago in Africa coincident with late Pleistocene large mammal extinctions. MHC class I gene loss and dramatic reduction in functional diversity of MHC genes would explain why cheetahs ablate skin graft rejection among unrelated individuals. Significant excess of non-synonymous mutations in AKAP4 (p < 0.02), a gene mediating spermatozoon development, indicates cheetah fixation of five function-damaging amino acid variants distinct from AKAP4 homologues of other Felidae or mammals; AKAP4 dysfunction may cause the cheetah's extremely high (>80 %) pleiomorphic sperm.

Conclusions: The study provides an unprecedented genomic perspective for the rare cheetah, with potential relevance to the species' natural history, physiological adaptations and unique reproductive disposition."
Profiling unauthorized natural resource users for better targeting of conservation interventions,"['Harrison, M', 'Baker, J', 'Twinamatsiko, M', 'Milner-Gulland, EJ']",CONSERVATION BIOLOGY,10.1111/cobi.12575,DEC 2015,0,"Unauthorized use of natural resources is a key threat tomany protected areas. Approaches to reducing this threat include law enforcement and integrated conservation and development (ICD) projects, but for such ICDs to be targeted effectively, it is important to understand who is illegally using which natural resources and why. The nature of unauthorized behavior makes it difficult to ascertain this information through direct questioning. Bwindi Impenetrable National Park, Uganda, has many ICD projects, including authorizing some local people to use certain nontimber forest resources from the park. However, despite over 25 years of ICD, unauthorized resource use continues. We used household surveys, indirect questioning (unmatched count technique), and focus group discussions to generate profiles of authorized and unauthorized resource users and to explore motivations for unauthorized activity. Overall, unauthorized resource use was most common among people from poor households who lived closest to the park boundary and farthest from roads and trading centers. Other motivations for unauthorized resource use included crop raiding by wild animals, inequity of revenue sharing, and lack of employment, factors that created resentment among the poorest communities. In some communities, benefits obtained from ICD were reported to be the greatest deterrents against unauthorized activity, although law enforcement ranked highest overall. Despite the sensitive nature of exploring unauthorized resource use, management-relevant insights into the profiles and motivations of unauthorized resource users can be gained from a combination of survey techniques, as adopted here. To reduce unauthorized activity at Bwindi, we suggest ICD benefit the poorest people living in remote areas and near the park boundary by providing affordable alternative sources of forest products and addressing crop raiding. To prevent resentment from driving further unauthorized activity, ICDs should be managed transparently and equitably."
Life and death of captive eastern gorillas (Gorilla beringei) (1923-2012),"['Pouillard, V']",REVUE DE SYNTHESE,10.1007/s11873-015-0283-1,DEC 2015,0,"The evolving channels through which zoos acquire animals is an important-albeit often ignored-part of the history of these institutions, allowing a better understanding of human-animal relationships. Following current developments in animal history, this essay focuses on animals themselves, their experience of capture, and of captivity. A micro-historical approach based on the case of Eastern gorillas'capture highlights human practices and policies, their effects on gorillas and the evolution towards a decrease of captures."
"Conservation research presence protects: a case study of great ape abundance in the Dja region, Cameroon","['Tagg, N', 'Willie, J', 'Duarte, J', 'Petre, CA', 'Fa, JE']",ANIMAL CONSERVATION,10.1111/acv.12212,DEC 2015,1,"Research programmes have been shown to exert a positive impact on faunal communities, but few studies provide empirical evidence. In this study, we surveyed three neighbouring sites, differing in terms of official protection status and level of active management, in the Dja Conservation Complex, southeast Cameroon. We recorded signs of human activity and anthropogenic pressures and found that they significantly differed by site. We assessed chimpanzee and gorilla relative abundance using nest count surveys. We found that chimpanzee nest abundance was related to the presence of active management, but both active management and availability of suitable habitat affected gorilla nest abundance. Our results suggest that gorillas are more tolerant of human activity. We also provide evidence that the presence and activities of the conservation research project Projet Grands Singes served to actively deter poachers and limit hunting of great apes as a result of researcher presence, community sensitization and of valuing living apes and intact forests by local people. Such empirical evidence for the positive effect of research activity on biodiversity preservation should encourage continued investment in such programmes as part of a landscape-wide, multi-stakeholder conservation management of great ape habitats."
Long-Term Spatial Memory and Learning Set Formation in Captive Capuchin Monkeys (Cebus libidinosus = Sapajus cay),"['Tujague, MP', 'Janson, CH', 'Lahitte, HB']",INTERNATIONAL JOURNAL OF PRIMATOLOGY,10.1007/s10764-015-9878-5,DEC 2015,0,"Researchers have long suspected that nonhuman primates have long-term spatial memory for locating food. However, few empirical studies have assessed spatial memory for a period longer than 1 day in nonhuman primates in a foraging context. We used a modified version of the radial maze to test long-term memory for periods of 2 days or longer in two groups of Cebus libidinosus = Sapajus cay (N = 10; N = 6) in captivity (environment completely human constructed) and semicaptivity (relatively natural environment with few human-made structures) at La Plata Zoo and Botanical Park, Buenos Aires, Argentina, between 2007 and 2010. The experimental design included a set of three accessible baited feeders interspersed among three nonaccessible baited feeders. We tested monkeys in one initial exposure period, four periods of long-term memory (2 days, 76 days, 76 + 2 days, and 4 months of delay), and one period of inversion of the experimental set location. We used the latter to analyze the monkeys' abilities to develop learning sets. Captive subjects appeared to remember sites with accessible and nonaccessible food for periods of 2 days, 76 days, and 4 months, and used learning sets to reduce relearning times when exposed to a change in the learned locations. Although semicaptive subjects also appeared to remember sites with accessible and nonaccessible food, their performance was less accurate. We conclude that capuchins used spatial memory to improve their foraging efficiency."
Implications of the Relationship Between Basicranial Flexion and Facial Orientation for the Evolution of Hominid Craniofacial Structures,"['Neaux, D', 'Gilissen, E', 'Coudyzer, W', 'Guy, F']",INTERNATIONAL JOURNAL OF PRIMATOLOGY,10.1007/s10764-015-9886-5,DEC 2015,0,"The basicranium and face have been linked through genetic, developmental, and functional relationships throughout their evolution. As a result, basicranial morphology most likely plays a major role in the evolution of facial structures. We describe the relationships between basicranial flexion and the face in Homo, Pan, and Gorilla to determine the role of cranial base angle reduction in the setup of the short and orthognathic face of Homo. We test the hypotheses that cranial base flexion plays a significant part in variation in facial orientation, length, and projection at the intraspecific level. The sample comprised 125 crania of adult specimens including 66 Homo sapiens, 32 Pan troglodytes, and 27 Gorilla gorilla. We described the cranial base and face using landmarks placed on scans of the surfaces and computed correlations between the cranial base angle and facial orientation, length, and projection. Our results support the hypotheses that cranial base flexion plays a significant part in facial orientation for Homo and Pan and in facial length for Pan. The hypothesis that basicranial flexion is related to a reduction of facial projection is not supported. The findings suggest that basicranial flexion can explain several anatomical specificities of hominins, including the reduction of prognathism and the reduction of the length of the nasopharynx. We found different patterns in the different genera, highlighting the fact that changes in the relationship between craniofacial structures may have occurred during hominid evolution."
"HIV-1 group O infection in Cameroon from 2006 to 2013: Prevalence, genetic diversity, evolution and public health challenges","['Villabona-Arenas, CJ', 'Domyeum, J', 'Mouacha, F', 'Butel, C', 'Delaporte, E', 'Peeters, M', 'Mpoudi-Ngole, E', 'Aghokeng, AF']",INFECTION GENETICS AND EVOLUTION,10.1016/j.meegid.2015.09.006,DEC 2015,0,"The human immunodeficiency virus, HIV, is characterized by a tremendously high genetic diversity, leading to the currently known circulating HIV types, groups, subtypes, and recombinant forms. HIV-1 group O is one of the most diverse forms of HIV-1 and has been so far related to Cameroon or individuals originating from Cameroon. In this study, we investigated in Cameroon, the evolution of this viral group from 2006 to 2013, in terms of prevalence, genetic diversity and public health implications. Our results confirmed the predominance of HIV-1 group M (98.5%), a very low prevalence (<0.02%) for HIV-1 group N and P, and HIV-2 in this country. HIV-1 group O was found at around 0.6% (95% confidence interval: 0.4-0.8%), indicating that the frequency of this virus in Cameroon has remained stable over the last decades. However, we found an extensive high genetic diversity within this HIV-1 group, that resulted from previous steady increase on the effective number of HIV-1 group O infections through time, and the current distribution of the circulating viral strains still does not allow classification as subtypes. The frequency of dual infections with HIV-1 group M and group O was 0.8% (95% confidence interval: 0.6-1.0%), but we found no recombinant forms in co-infected patients. Natural resistance to integrase inhibitors was not identified, although we found several mutations considered as natural polymorphisms. Our study shows that infections with HIV-1 group O can be adequately managed in countries where the virus circulates, but this complex virus still represents a challenge for diagnostics and monitoring strategies. (C) 2015 Published by Elsevier B.V."
Assessing the Unseen Bacterial Diversity in Microbial Communities.,"['Caro-Quintero, Alejandro', 'Ochman, Howard']",Genome biology and evolution,10.1093/gbe/evv234,2015 Nov 27,0,"For both historical and technical reasons, 16S ribosomal RNA has been the most common molecular marker used to analyze the contents of microbial communities. However, its slow rate of evolution hinders the resolution of closely related bacteria-individual 16S-phylotypes, particularly when clustered at 97% sequence identity, conceal vast amounts of species- and strain-level variation. Protein-coding genes, which evolve more quickly, are useful for differentiating among more recently diverged lineages, but their application is complicated by difficulties in designing low-redundancy primers that amplify homologous regions from distantly related taxa. Given the now-common practice of multiplexing hundreds of samples, adopting new genes usually entails the synthesis of large sets of barcoded primers. To circumvent problems associated with use of protein-coding genes to survey microbial communities, we develop an approach-termed phyloTAGs-that offers an automatic solution for primer design and can be easily adapted to target different taxonomic groups and/or different protein-coding regions. We applied this method to analyze diversity within the gorilla gut microbiome and recovered hundreds of strains that went undetected after deep-sequencing of 16S rDNA amplicons. PhyloTAGs provides a powerful way to recover the fine-level diversity within microbial communities and to study stability and dynamics of bacterial populations.   The Author(s) 2015. Published by Oxford University Press on behalf of the Society for Molecular Biology and Evolution."
